protein	strand_corrected_position	count_cons	count	normalised_count	normalised_count_cons	score	normalised_coverage	coverage_normalised	coverage_normalised_cons
tfip11	50	485.79058042309026	595	0.0007940394991278911	0.0006482973263196607	241941	0.5123773541750937	0.0015497162250784127	0.0012652731839864245
tfip11	51	463.2667708992808	572	0.0007633455352960566	0.0006182388482814461	241715	0.5118987363218006	0.0014912041799145725	0.0012077366174484863
tfip11	52	533.004469311979	648	0.0008647690679577704	0.0007113052131855651	241530	0.5115069473710961	0.0016906301515595722	0.001390607140022902
tfip11	53	596.9878026453126	714	0.0009528473989534693	0.0007966922618452846	241304	0.5110283295178031	0.001864568643097651	0.001558998231266413
tfip11	54	641.873516931027	766	0.001022242447616747	0.0008565931527518833	241170	0.5107445472508063	0.0020014750096093823	0.0016771459575294194
tfip11	55	489.29018359769333	613	0.000818060862126718	0.000652967617331271	240997	0.5103781716374448	0.0016028523702378095	0.0012793799845247239
tfip11	56	491.04018359769333	612	0.0008167263419601165	0.0006553030276228237	240832	0.5100287382489787	0.0016013339655410134	0.0012848354974517673
tfip11	57	586.4235169310267	711	0.0009488438384536648	0.0007825940095138299	240680	0.5097068359759674	0.0018615481910044514	0.0015353806429049522
tfip11	58	537.613993121503	671	0.0008954630317896049	0.0007174567156678045	240524	0.5093764625905085	0.0017579591864837977	0.0014084999373922256
tfip11	59	637.4195486770587	773	0.0010315840887829577	0.0008506492422955598	240403	0.5091202114389667	0.002026209263755823	0.0016708219850304167
tfip11	60	603.0862153437255	676	0.0009021356326226124	0.0008048307165755752	240274	0.5088470180625295	0.0017729014823699993	0.001581675214763023
dhx35	-60	705.9353535353537	781	0.0360605780773848	0.03259466956945949	13565	0.9773758916348441	0.03689530137383145	0.03334916468518454
dhx35	-59	544.161544011544	685	0.0316280358297165	0.025125198264453967	13580	0.9784566611427337	0.03232441158178463	0.025678396665121988
dhx35	-58	636.8282106782108	781	0.0360605780773848	0.029403832795189343	13590	0.9791771741479933	0.036827429222665464	0.03002912401504289
dhx35	-57	628.3698773448774	774	0.03573737187182565	0.02901329196347204	13598	0.9797535845522012	0.03647587764443802	0.02961284594506754
dhx35	-56	659.2127344877347	803	0.037076369009142116	0.030437378081435713	13608	0.980474097557461	0.037814735852284204	0.03104353103999458
dhx35	-55	607.4294011544013	749	0.0345830639948287	0.02804642169888269	13623	0.9815548670653506	0.03523294026163309	0.028573463022740428
dhx35	-54	586.4151154401154	733	0.03384430695355065	0.027076143477704102	13629	0.9819871748685064	0.03446512115403401	0.02757280764010971
dhx35	-53	643.2817821067822	794	0.03666081817342322	0.02970180912857984	13639	0.9827076878737662	0.03730592385284411	0.030224459923422507
dhx35	-52	578.7389249639249	724	0.03342875611783175	0.02672171599242427	13645	0.983139995676922	0.03400203049903897	0.027179970411055805
dhx35	-51	576.1290043290044	723	0.03338258380275187	0.026601209914535247	13657	0.9840046112832337	0.03392523106087671	0.02703362322646516
dhx35	-50	608.8290043290045	762	0.03518330409086712	0.02811104461764727	13675	0.9853015346927012	0.03570815923050418	0.028530397678122592
dhx35	-49	638.1035714285714	800	0.03693785206390248	0.029462719153595503	13701	0.9871748685063766	0.03741773949309558	0.02984549150666024
dhx35	-48	674.1119047619047	833	0.038461538461538464	0.031125307265763447	13742	0.9901289718279415	0.038844978337046455	0.031435609048284886
dhx35	-47	568.2873015873016	710	0.03278234370671346	0.026239140344782603	13766	0.9918582030405649	0.03305144183535348	0.026454527738285466
dhx35	-46	674.1301587301587	831	0.038369193831378705	0.031126150093737124	13784	0.9931551264500325	0.038633636185846275	0.03134067303765072
dhx35	-45	687.1737484737483	846	0.03906177855757688	0.03172840282915081	13803	0.994524101160026	0.039276854640339746	0.03190310098281418
dhx35	-44	655.2725579975578	808	0.03730723058454151	0.030255451011060936	13816	0.9954607680668636	0.03747734896372695	0.030393413765381787
dhx35	-43	628.2642246642243	786	0.03629143965278419	0.029008413734611892	13829	0.9963974349737013	0.03642265463453553	0.02911329627758178
dhx35	-42	667.8134670884668	830	0.03832302151629883	0.030834493816994497	13833	0.9966856401758052	0.038450460176730386	0.030937030267191978
dhx35	-41	641.2551337551336	798	0.03684550743374273	0.029608234082331403	13842	0.997334101880539	0.03694399636417536	0.029687377606464206
dhx35	-40	593.763467088467	742	0.03425985778926956	0.02741543388532953	13850	0.9979105122847467	0.034331593231572	0.027472838042923362
dhx35	-39	675.7872766122766	813	0.0375380921599409	0.031202663062714776	13855	0.9982707687873766	0.037603116642931776	0.03125671314669205
dhx35	-38	569.0928321678322	691	0.03190506972019577	0.026276333556553337	13859	0.9985589739894805	0.03195111210380238	0.02631425307968856
dhx35	-37	618.1428321678322	743	0.03430603010434943	0.028541085611221362	13863	0.9988471791915844	0.03434562445489907	0.028574026343370217
dhx35	-36	666.4678321678323	803	0.037076369009142116	0.030772362737456472	13863	0.9988471791915844	0.03711916075004569	0.030807878701086228
dhx35	-35	598.6440226440228	731	0.033751962323390894	0.027640780434205505	13867	0.9991353843936883	0.03378117005021578	0.02766469976536657
dhx35	-34	632.4190226440229	775	0.03578354418690553	0.029200250376028393	13869	0.9992794869947402	0.03580934528589386	0.029221304706099797
dhx35	-33	569.7106893106895	713	0.03292086065195309	0.0263048614512277	13871	0.9994235895957922	0.03293984752277824	0.02632003259185273
dhx35	-32	644.734956709957	785	0.036245267337704314	0.029768905564223708	13871	0.9994235895957922	0.036266171536298616	0.029786074567504924
dhx35	-31	688.1202380952384	841	0.038830916982177485	0.031772104446174086	13871	0.9994235895957922	0.038853312435703356	0.03179042878007715
dhx35	-30	637.3130952380955	790	0.0364761289131037	0.029426221037865706	13872	0.9994956408963181	0.03649453526419884	0.029441069909496694
dhx35	-29	665.7464285714287	811	0.037445747529781144	0.03073905386330357	13873	0.9995676921968442	0.037461942619897104	0.030752348343457813
dhx35	-28	618.4646825396827	758	0.0349986148305476	0.028555946187999018	13875	0.9997117947978961	0.03500870452130956	0.02856417853284601
dhx35	-27	597.2813492063494	744	0.03435220241942931	0.02757786264689027	13875	0.9997117947978961	0.03436210575706374	0.02758581302170739
dhx35	-26	671.2158730158733	826	0.03813833225597932	0.030991590775504355	13875	0.9997117947978961	0.03814932709050357	0.031000525288160358
dhx35	-25	655.2563492063493	811	0.037445747529781144	0.030254702613646198	13875	0.9997117947978961	0.03745654270024018	0.03026342469007536
dhx35	-24	648.2718253968254	806	0.03721488595438175	0.029932210979629947	13876	0.9997838460984221	0.03722293183632634	0.029938682342626408
dhx35	-23	638.5294011544012	799	0.036891679748822605	0.029482380697866892	13876	0.9997838460984221	0.036899655753380584	0.02948875480727116
dhx35	-22	662.9627344877343	818	0.03776895373534029	0.03061052426298524	13877	0.9998558973989481	0.03777439712421906	0.030614935954887377
dhx35	-21	603.9960678210679	741	0.034213685474189674	0.02788789675044177	13877	0.9998558973989481	0.0342186164658268	0.027891916048092623
dhx35	-20	599.9294011544013	726	0.03352110074799151	0.027700129335783603	13877	0.9998558973989481	0.03352593192198416	0.027704121571761952
dhx35	-19	628.5563852813855	770	0.03555268261150614	0.029021903466681386	13877	0.9998558973989481	0.03555780658392258	0.029026086201201336
dhx35	-18	668.5647186147187	818	0.03776895373534029	0.030869180839168838	13877	0.9998558973989481	0.03777439712421906	0.030873629809528305
dhx35	-17	670.6147186147188	824	0.03804598762581956	0.03096383408508259	13877	0.9998558973989481	0.038051470941756114	0.0309682966971868
dhx35	-16	664.8551948051949	823	0.03799981531073968	0.030697903537039193	13877	0.9998558973989481	0.03800529197216661	0.030702327822336742
dhx35	-15	647.1218614718614	803	0.037076369009142116	0.029879114482956017	13878	0.999927948699474	0.037079040602239766	0.02988126746713839
dhx35	-14	632.5468614718613	777	0.035875888817065285	0.02920615299066679	13878	0.999927948699474	0.03587847390777123	0.02920825748360458
dhx35	-13	627.4079725829725	780	0.03601440576230492	0.02896887859372853	13878	0.999927948699474	0.03601700083405606	0.02897096598950557
dhx35	-12	645.7253968253967	802	0.03703019669406224	0.02981463647730154	13878	0.999927948699474	0.03703286496014482	0.029816784815424997
dhx35	-11	651.15873015873	804	0.037122541324222	0.03006550605590221	13878	0.999927948699474	0.037125216244334715	0.03006767247080752
dhx35	-10	633.2587301587303	782	0.03610675039246468	0.029239021615972402	13878	0.999927948699474	0.03610935211824595	0.02924112847730804
dhx35	-9	711.9515873015873	863	0.039846707913934805	0.032872453010508236	13878	0.999927948699474	0.03984957912793639	0.03287482168416514
dhx35	-8	720.2682539682542	880	0.04063163727029273	0.033256452764255894	13878	0.999927948699474	0.040634565043550425	0.03325884910758809
dhx35	-7	677.1349206349206	838	0.03869240003693785	0.03126488690714381	13878	0.999927948699474	0.03869518807556279	0.03126713974522618
dhx35	-6	667.243253968254	831	0.038369193831378705	0.03080816575714535	13878	0.999927948699474	0.03837195858089819	0.030810385685503698
dhx35	-5	672.3623015873018	829	0.038276849201218946	0.031044524036720925	13878	0.999927948699474	0.0382796072967083	0.031046760996227822
dhx35	-4	634.0523809523811	793	0.036614645858343335	0.029275666310480244	13878	0.999927948699474	0.03661728418129033	0.02927777581230403
dhx35	-3	716.9690476190481	896	0.04137039431157078	0.03310412076918682	13878	0.999927948699474	0.04137337531706953	0.03310650613600979
dhx35	-2	771.2428571428576	973	0.044925662572721396	0.03561006820310544	13878	0.999927948699474	0.04492889975838019	0.03561263413971036
dhx35	-1	839.5523809523817	1062	0.04903499861483055	0.03876407705939522	13879	1.0	0.04903499861483055	0.03876407705939522
dhx35	0	780.4021077283375	989	0.045664419613999446	0.03603297200703377	13879	1.0	0.045664419613999446	0.03603297200703377
dhx35	1	637.6521077283372	799	0.036891679748822605	0.029441874029381164	13829	0.9963974349737013	0.03702506495291843	0.029548323787242835
dhx35	2	577.4187743950038	696	0.03213593129559516	0.026660761584403166	13808	0.9948843576626558	0.03230117254139377	0.026797849799386698
dhx35	3	601.9132188394482	733	0.03384430695355065	0.027791726790998623	13794	0.9938756394552921	0.03405285893927284	0.027962982175748146
dhx35	4	594.2632188394483	722	0.03333641148767199	0.027438508580637563	13758	0.9912817926363571	0.03362960132558508	0.027679827052672534
dhx35	5	545.3132188394484	671	0.030981623418598208	0.025178373757477533	13717	0.9883276893147921	0.03134752142791605	0.025475734444851694
dhx35	6	570.0703616965912	698	0.03222827592575492	0.026321468357955086	13685	0.986022047697961	0.03268514735648904	0.02669460426306603
dhx35	7	590.937028363258	720	0.03324406685751224	0.027284930665955213	13652	0.9836443547806037	0.03379683591528072	0.02773861358868975
dhx35	8	611.9703616965912	733	0.03384430695355065	0.02825608835980198	13596	0.9796094819511492	0.03454877436071856	0.0288442373010953
dhx35	9	537.387028363258	651	0.030058177117000647	0.02481240319342774	13549	0.9762230708264285	0.03079027531233685	0.025416735103814567
dhx35	10	535.4608378870674	644	0.029734970911441498	0.02472346651985721	13487	0.971755890193818	0.0305992186016087	0.025442054706687787
dhx35	11	581.4441712204007	684	0.03158186351463663	0.026846623474946932	13410	0.966207940053318	0.03268640445336627	0.027785554601699364
dhx35	12	474.3830601092896	568	0.026225874965370762	0.021903364119922875	13325	0.9600835795086101	0.02731624154929687	0.022814018057816854
dhx35	13	441.3592505854801	534	0.024656016252654907	0.02037857838145166	13234	0.9535269111607465	0.025857703609686974	0.02137179154875076
dhx35	14	490.8870283632578	597	0.027564872102687227	0.0226653905422134	13152	0.9476187045176165	0.02908856903232938	0.023918259985962573
dhx35	15	428.28702836325783	529	0.024425154677255517	0.019775003618213032	13009	0.9373153685424022	0.02605863031483045	0.021097492137533914
dhx35	16	398.53702836325783	482	0.022255055868501246	0.018401377244586656	12862	0.926723827365084	0.024014766008313544	0.01985637651824119
dhx35	17	390.5370283632579	458	0.02114692030658417	0.018031998723947635	12679	0.9135384393688306	0.023148363982576046	0.01973863161839808
dhx35	18	285.7536950299246	346	0.015975621017637824	0.013193909642161076	12435	0.8959579220404928	0.017830771540313258	0.01472603714704894
dhx35	19	332.1703616965912	392	0.01809954751131222	0.015337074600452083	12172	0.8770084300021616	0.02063782615096141	0.017487944329582193
dhx35	20	308.71083788706744	362	0.016714378058915874	0.01425389407549485	11814	0.8512140644138627	0.019635927973564702	0.016745369550854327
dhx35	21	229.12750455373407	270	0.012466525071567088	0.010579347333721215	11392	0.8208084155919014	0.015188105817089152	0.012888936239880333
dhx35	22	199.49417122040077	236	0.010896666358851233	0.009211107730187495	10958	0.7895381511636285	0.013801317064655618	0.011666450464251894
dhx35	23	213.966393442623	245	0.011312217194570135	0.009879323734537954	10500	0.7565386555227321	0.01495259642318466	0.01305858420110974
dhx35	24	175.38306010928963	201	0.0092806353310555	0.008097841911039322	10035	0.7230348007781541	0.012835668934700476	0.01119979550406724
dhx35	25	206.63306010928966	231	0.010665804783451843	0.009540726757285513	9611	0.6924850493551409	0.015402216688120708	0.013777520202306277
dhx35	26	118.83306010928962	137	0.0063256071659433	0.005486797493272215	9266	0.6676273506736796	0.0094747573770912	0.008218353378925649
dhx35	27	74.46639344262296	87	0.004016991411949395	0.003438285780894956	8904	0.6415447798832769	0.006261435737471435	0.005359385484393654
